answer,question
"Какие шаги нужно предпринять, если запрос касается интеграции документов СЭДД ДЕЛО в ГИС Управление кадрами?","Если заявка по ГИС УК ""непонятная"", то ""Добрый день, пожалуйста, уточните речь идет про интеграцию документов СЭДД ДЕЛО в Гис Управление кадрами? Возможно Вы имели ввиду изменение документов в СЭДД Дело или непосредственно в ГИС Управление кадрами?""
 Если в заявке речь идет про группу документов в СЭД Дело с скриншотом ГИС УК — направляем на ГИС УК 2 линию.
 
 Все что связано с работой в ГИС Управление Кадрами направляем на категорию + группу ГИС Управление Кадрами (3 линия).
 Если просят добавить еще сотрудника(ов) в ГИС УК то, назначаем на на категорию + группу ГИС Управление Кадрами (3 линия) и группу VipNet (если указали ""*"" в заявке на регистрацию с указанием сети VipNet) или TLS GateWay (если присутствует файл .cer)
 Если проблема с доступом в TLS, то назначаем категорию + группу &gt; ЮНИИИТ&gt; TLS GateWay
 *Дополнительно: установить низкий приоритет и связать с заявкой 340880
 Если проблема с доступом через VipNet, то назначаем категорию + группу &gt; ЮНИИИТ&gt; СЗИ VipNet
 При доступе через TLS ссылка: https://tls.admhmao.ru:40024
 При доступе через VipNet ссылка: http://192.168.210.195
 По ТЛС в целом: при отправке на группу ТЛС, лучше запрашивать сертификаты пользователя, иначе исполнители не могут верно найти\идентифицировать пользователя
 Заявка содержит ""Зарплата и кадры""
 Если инициатор с отдела кадров, то вероятно речь идёт об ГИС Управление кадрами. Тогда назначаем категорию и группу ГИС Управление кадрами (2 линия).
 Ключевые слова: pm.admhmao.ru, ИС Кадры, контур гособлако
 Если возникают вопросы, спорные ситуации направляем к ГИС Управление Кадрами (2 линия).
 Подключение учреждений к ГИС управления кадрами
 
 0) Переводим заявку в низкий приоритет.
 _______
 Заявки из Депгосслужбы
 Если работник в КС ОГВ хочет подключиться к ГИС УК, то необходимо направить заявку на согласование Кайс/Казаков. Затем сразу на Хороших людей. УИБ в КС ОГВ не нужно!
 _______
 Если заявка от администрации, то переводим Категорию ГИС Управление кадрами (3 линия) и группы ГИС Управление кадрами (3 линия) + VipNet 
 Если заявка от автономного, бюджетного, казенного учреждения то анализируем заявку на наличие документов:
 1)Заявка на регистрацию;
 2)Копия приказа об уполномоченных сотрудниках;
 3)Копия акта о выполнении технических условий;
 4)Копия заключения об оценке эффективности;
 5)Подключение по VipNet или TLS. Файлы .cer (на то количество сотрудников, которое указано в заявке на регистрацию) Но если нет возможности приложить на всех и есть хотя бы 1, направляем как указано ниже и прикладываем комментарий ""Вашу заявку направляем в работу, после нужно будет прикрепить еще один сертификат к данной заявке или указать в новой заявку отсылку на эту."" Пример:293859. Если указана ""*"" в заявке на регистрацию с указанием сети VipNet. Пример:308779
 Если документов не хватает, указываем инициатору на это через ""Уточнение от инициатора"".
 Если все документы присутствуют направляем на согласование группе ДИТ УИБ и группе Казаков/Кайс и ждем любого согласования.
 Если один из группы ДИТ УИБ и один из группы Казаков/Кайс согласовали, то добавляем категорию ГИС Управление кадрами (3 линия) и группы ГИС Управление кадрами (3 линия) + TLS Gateway, если VipNet подключение то, группа VipNet.
 
 Ссылка документ по порядку обработки: https://disk.yandex.ru/i/5ws3qBbCozLEVA
 Ключевые слова: ГИС Управления кадрами, ГИС кадры, Подключение учреждений к ГИС управления кадрами, коррупция, антикорупция"
"Как правильно обработать заявку на добавление сотрудников в ГИС Управление кадрами, если указано подключение через TLS или VipNet?","Если заявка по ГИС УК ""непонятная"", то ""Добрый день, пожалуйста, уточните речь идет про интеграцию документов СЭДД ДЕЛО в Гис Управление кадрами? Возможно Вы имели ввиду изменение документов в СЭДД Дело или непосредственно в ГИС Управление кадрами?""
 Если в заявке речь идет про группу документов в СЭД Дело с скриншотом ГИС УК — направляем на ГИС УК 2 линию.
 
 Все что связано с работой в ГИС Управление Кадрами направляем на категорию + группу ГИС Управление Кадрами (3 линия).
 Если просят добавить еще сотрудника(ов) в ГИС УК то, назначаем на на категорию + группу ГИС Управление Кадрами (3 линия) и группу VipNet (если указали ""*"" в заявке на регистрацию с указанием сети VipNet) или TLS GateWay (если присутствует файл .cer)
 Если проблема с доступом в TLS, то назначаем категорию + группу &gt; ЮНИИИТ&gt; TLS GateWay
 *Дополнительно: установить низкий приоритет и связать с заявкой 340880
 Если проблема с доступом через VipNet, то назначаем категорию + группу &gt; ЮНИИИТ&gt; СЗИ VipNet
 При доступе через TLS ссылка: https://tls.admhmao.ru:40024
 При доступе через VipNet ссылка: http://192.168.210.195
 По ТЛС в целом: при отправке на группу ТЛС, лучше запрашивать сертификаты пользователя, иначе исполнители не могут верно найти\идентифицировать пользователя
 Заявка содержит ""Зарплата и кадры""
 Если инициатор с отдела кадров, то вероятно речь идёт об ГИС Управление кадрами. Тогда назначаем категорию и группу ГИС Управление кадрами (2 линия).
 Ключевые слова: pm.admhmao.ru, ИС Кадры, контур гособлако
 Если возникают вопросы, спорные ситуации направляем к ГИС Управление Кадрами (2 линия).
 Подключение учреждений к ГИС управления кадрами
 
 0) Переводим заявку в низкий приоритет.
 _______
 Заявки из Депгосслужбы
 Если работник в КС ОГВ хочет подключиться к ГИС УК, то необходимо направить заявку на согласование Кайс/Казаков. Затем сразу на Хороших людей. УИБ в КС ОГВ не нужно!
 _______
 Если заявка от администрации, то переводим Категорию ГИС Управление кадрами (3 линия) и группы ГИС Управление кадрами (3 линия) + VipNet 
 Если заявка от автономного, бюджетного, казенного учреждения то анализируем заявку на наличие документов:
 1)Заявка на регистрацию;
 2)Копия приказа об уполномоченных сотрудниках;
 3)Копия акта о выполнении технических условий;
 4)Копия заключения об оценке эффективности;
 5)Подключение по VipNet или TLS. Файлы .cer (на то количество сотрудников, которое указано в заявке на регистрацию) Но если нет возможности приложить на всех и есть хотя бы 1, направляем как указано ниже и прикладываем комментарий ""Вашу заявку направляем в работу, после нужно будет прикрепить еще один сертификат к данной заявке или указать в новой заявку отсылку на эту."" Пример:293859. Если указана ""*"" в заявке на регистрацию с указанием сети VipNet. Пример:308779
 Если документов не хватает, указываем инициатору на это через ""Уточнение от инициатора"".
 Если все документы присутствуют направляем на согласование группе ДИТ УИБ и группе Казаков/Кайс и ждем любого согласования.
 Если один из группы ДИТ УИБ и один из группы Казаков/Кайс согласовали, то добавляем категорию ГИС Управление кадрами (3 линия) и группы ГИС Управление кадрами (3 линия) + TLS Gateway, если VipNet подключение то, группа VipNet.
 
 Ссылка документ по порядку обработки: https://disk.yandex.ru/i/5ws3qBbCozLEVA
 Ключевые слова: ГИС Управления кадрами, ГИС кадры, Подключение учреждений к ГИС управления кадрами, коррупция, антикорупция"
Как действовать в случае проблем с доступом в ГИС Управление кадрами через TLS или VipNet?,"Если заявка по ГИС УК ""непонятная"", то ""Добрый день, пожалуйста, уточните речь идет про интеграцию документов СЭДД ДЕЛО в Гис Управление кадрами? Возможно Вы имели ввиду изменение документов в СЭДД Дело или непосредственно в ГИС Управление кадрами?""
 Если в заявке речь идет про группу документов в СЭД Дело с скриншотом ГИС УК — направляем на ГИС УК 2 линию.
 
 Все что связано с работой в ГИС Управление Кадрами направляем на категорию + группу ГИС Управление Кадрами (3 линия).
 Если просят добавить еще сотрудника(ов) в ГИС УК то, назначаем на на категорию + группу ГИС Управление Кадрами (3 линия) и группу VipNet (если указали ""*"" в заявке на регистрацию с указанием сети VipNet) или TLS GateWay (если присутствует файл .cer)
 Если проблема с доступом в TLS, то назначаем категорию + группу &gt; ЮНИИИТ&gt; TLS GateWay
 *Дополнительно: установить низкий приоритет и связать с заявкой 340880
 Если проблема с доступом через VipNet, то назначаем категорию + группу &gt; ЮНИИИТ&gt; СЗИ VipNet
 При доступе через TLS ссылка: https://tls.admhmao.ru:40024
 При доступе через VipNet ссылка: http://192.168.210.195
 По ТЛС в целом: при отправке на группу ТЛС, лучше запрашивать сертификаты пользователя, иначе исполнители не могут верно найти\идентифицировать пользователя
 Заявка содержит ""Зарплата и кадры""
 Если инициатор с отдела кадров, то вероятно речь идёт об ГИС Управление кадрами. Тогда назначаем категорию и группу ГИС Управление кадрами (2 линия).
 Ключевые слова: pm.admhmao.ru, ИС Кадры, контур гособлако
 Если возникают вопросы, спорные ситуации направляем к ГИС Управление Кадрами (2 линия).
 Подключение учреждений к ГИС управления кадрами
 
 0) Переводим заявку в низкий приоритет.
 _______
 Заявки из Депгосслужбы
 Если работник в КС ОГВ хочет подключиться к ГИС УК, то необходимо направить заявку на согласование Кайс/Казаков. Затем сразу на Хороших людей. УИБ в КС ОГВ не нужно!
 _______
 Если заявка от администрации, то переводим Категорию ГИС Управление кадрами (3 линия) и группы ГИС Управление кадрами (3 линия) + VipNet 
 Если заявка от автономного, бюджетного, казенного учреждения то анализируем заявку на наличие документов:
 1)Заявка на регистрацию;
 2)Копия приказа об уполномоченных сотрудниках;
 3)Копия акта о выполнении технических условий;
 4)Копия заключения об оценке эффективности;
 5)Подключение по VipNet или TLS. Файлы .cer (на то количество сотрудников, которое указано в заявке на регистрацию) Но если нет возможности приложить на всех и есть хотя бы 1, направляем как указано ниже и прикладываем комментарий ""Вашу заявку направляем в работу, после нужно будет прикрепить еще один сертификат к данной заявке или указать в новой заявку отсылку на эту."" Пример:293859. Если указана ""*"" в заявке на регистрацию с указанием сети VipNet. Пример:308779
 Если документов не хватает, указываем инициатору на это через ""Уточнение от инициатора"".
 Если все документы присутствуют направляем на согласование группе ДИТ УИБ и группе Казаков/Кайс и ждем любого согласования.
 Если один из группы ДИТ УИБ и один из группы Казаков/Кайс согласовали, то добавляем категорию ГИС Управление кадрами (3 линия) и группы ГИС Управление кадрами (3 линия) + TLS Gateway, если VipNet подключение то, группа VipNet.
 
 Ссылка документ по порядку обработки: https://disk.yandex.ru/i/5ws3qBbCozLEVA
 Ключевые слова: ГИС Управления кадрами, ГИС кадры, Подключение учреждений к ГИС управления кадрами, коррупция, антикорупция"
"Как оформить заявку на подключение учреждения к ГИС Управление кадрами, если документы частично отсутствуют?","Если заявка по ГИС УК ""непонятная"", то ""Добрый день, пожалуйста, уточните речь идет про интеграцию документов СЭДД ДЕЛО в Гис Управление кадрами? Возможно Вы имели ввиду изменение документов в СЭДД Дело или непосредственно в ГИС Управление кадрами?""
 Если в заявке речь идет про группу документов в СЭД Дело с скриншотом ГИС УК — направляем на ГИС УК 2 линию.
 
 Все что связано с работой в ГИС Управление Кадрами направляем на категорию + группу ГИС Управление Кадрами (3 линия).
 Если просят добавить еще сотрудника(ов) в ГИС УК то, назначаем на на категорию + группу ГИС Управление Кадрами (3 линия) и группу VipNet (если указали ""*"" в заявке на регистрацию с указанием сети VipNet) или TLS GateWay (если присутствует файл .cer)
 Если проблема с доступом в TLS, то назначаем категорию + группу &gt; ЮНИИИТ&gt; TLS GateWay
 *Дополнительно: установить низкий приоритет и связать с заявкой 340880
 Если проблема с доступом через VipNet, то назначаем категорию + группу &gt; ЮНИИИТ&gt; СЗИ VipNet
 При доступе через TLS ссылка: https://tls.admhmao.ru:40024
 При доступе через VipNet ссылка: http://192.168.210.195
 По ТЛС в целом: при отправке на группу ТЛС, лучше запрашивать сертификаты пользователя, иначе исполнители не могут верно найти\идентифицировать пользователя
 Заявка содержит ""Зарплата и кадры""
 Если инициатор с отдела кадров, то вероятно речь идёт об ГИС Управление кадрами. Тогда назначаем категорию и группу ГИС Управление кадрами (2 линия).
 Ключевые слова: pm.admhmao.ru, ИС Кадры, контур гособлако
 Если возникают вопросы, спорные ситуации направляем к ГИС Управление Кадрами (2 линия).
 Подключение учреждений к ГИС управления кадрами
 
 0) Переводим заявку в низкий приоритет.
 _______
 Заявки из Депгосслужбы
 Если работник в КС ОГВ хочет подключиться к ГИС УК, то необходимо направить заявку на согласование Кайс/Казаков. Затем сразу на Хороших людей. УИБ в КС ОГВ не нужно!
 _______
 Если заявка от администрации, то переводим Категорию ГИС Управление кадрами (3 линия) и группы ГИС Управление кадрами (3 линия) + VipNet 
 Если заявка от автономного, бюджетного, казенного учреждения то анализируем заявку на наличие документов:
 1)Заявка на регистрацию;
 2)Копия приказа об уполномоченных сотрудниках;
 3)Копия акта о выполнении технических условий;
 4)Копия заключения об оценке эффективности;
 5)Подключение по VipNet или TLS. Файлы .cer (на то количество сотрудников, которое указано в заявке на регистрацию) Но если нет возможности приложить на всех и есть хотя бы 1, направляем как указано ниже и прикладываем комментарий ""Вашу заявку направляем в работу, после нужно будет прикрепить еще один сертификат к данной заявке или указать в новой заявку отсылку на эту."" Пример:293859. Если указана ""*"" в заявке на регистрацию с указанием сети VipNet. Пример:308779
 Если документов не хватает, указываем инициатору на это через ""Уточнение от инициатора"".
 Если все документы присутствуют направляем на согласование группе ДИТ УИБ и группе Казаков/Кайс и ждем любого согласования.
 Если один из группы ДИТ УИБ и один из группы Казаков/Кайс согласовали, то добавляем категорию ГИС Управление кадрами (3 линия) и группы ГИС Управление кадрами (3 линия) + TLS Gateway, если VipNet подключение то, группа VipNet.
 
 Ссылка документ по порядку обработки: https://disk.yandex.ru/i/5ws3qBbCozLEVA
 Ключевые слова: ГИС Управления кадрами, ГИС кадры, Подключение учреждений к ГИС управления кадрами, коррупция, антикорупция"
ТЗИ,"На категорию и группу ""ТЗИ"" назначаются заявки по копированию защищенной информации на бумажных и электронных носителях. Так же все что связано в секретными ПК, принтерами и кабинетами.
 
 Признаки назначения заявок на категорию ""ТЗИ"":
 1) В заголовке заявки должно быть указано ""ТЗИ""(не во всех случаях)
 2) Работы должны производится по адресу: ул. Мира, д.5 (и не только)
 
 Если адрес другой или есть вопросы, то уточнить их у Гудкова И.В., Блинова А.Е. или у пользователей состоящих в данной группе.
 
 К данной категории относится кабинет 351, 352, 353, 418 на Мира 5 — аттестованный кабинет.
 Данный кабинет СТС могут обслужить только после согласования с ДИТ УИБ. 
 
 Ключевые слова: копирование защищенной информации, добавление/удаление пользователей, замена картриджа в принтере подключенного к защищенному АРМ, подключение орг техники в аттестованном кабинете, специальный отдел, ""секретка""."
"Когда необходимо направлять заявку на категорию ""ТЗИ""?","На категорию и группу ""ТЗИ"" назначаются заявки по копированию защищенной информации на бумажных и электронных носителях. Так же все что связано в секретными ПК, принтерами и кабинетами.
 
 Признаки назначения заявок на категорию ""ТЗИ"":
 1) В заголовке заявки должно быть указано ""ТЗИ""(не во всех случаях)
 2) Работы должны производится по адресу: ул. Мира, д.5 (и не только)
 
 Если адрес другой или есть вопросы, то уточнить их у Гудкова И.В., Блинова А.Е. или у пользователей состоящих в данной группе.
 
 К данной категории относится кабинет 351, 352, 353, 418 на Мира 5 — аттестованный кабинет.
 Данный кабинет СТС могут обслужить только после согласования с ДИТ УИБ. 
 
 Ключевые слова: копирование защищенной информации, добавление/удаление пользователей, замена картриджа в принтере подключенного к защищенному АРМ, подключение орг техники в аттестованном кабинете, специальный отдел, ""секретка""."
"Когда необходимо направлять заявку на категорию ""ТЗИ""?","На категорию и группу ""ТЗИ"" назначаются заявки по копированию защищенной информации на бумажных и электронных носителях. Так же все что связано в секретными ПК, принтерами и кабинетами.
 
 Признаки назначения заявок на категорию ""ТЗИ"":
 1) В заголовке заявки должно быть указано ""ТЗИ""(не во всех случаях)
 2) Работы должны производится по адресу: ул. Мира, д.5 (и не только)
 
 Если адрес другой или есть вопросы, то уточнить их у Гудкова И.В., Блинова А.Е. или у пользователей состоящих в данной группе.
 
 К данной категории относится кабинет 351, 352, 353, 418 на Мира 5 — аттестованный кабинет.
 Данный кабинет СТС могут обслужить только после согласования с ДИТ УИБ. 
 
 Ключевые слова: копирование защищенной информации, добавление/удаление пользователей, замена картриджа в принтере подключенного к защищенному АРМ, подключение орг техники в аттестованном кабинете, специальный отдел, ""секретка""."
"Какие работы выполняются по адресу ул. Мира, д. 5, и в каких случаях нужно уточнять адрес у ответственных лиц?","На категорию и группу ""ТЗИ"" назначаются заявки по копированию защищенной информации на бумажных и электронных носителях. Так же все что связано в секретными ПК, принтерами и кабинетами.
 
 Признаки назначения заявок на категорию ""ТЗИ"":
 1) В заголовке заявки должно быть указано ""ТЗИ""(не во всех случаях)
 2) Работы должны производится по адресу: ул. Мира, д.5 (и не только)
 
 Если адрес другой или есть вопросы, то уточнить их у Гудкова И.В., Блинова А.Е. или у пользователей состоящих в данной группе.
 
 К данной категории относится кабинет 351, 352, 353, 418 на Мира 5 — аттестованный кабинет.
 Данный кабинет СТС могут обслужить только после согласования с ДИТ УИБ. 
 
 Ключевые слова: копирование защищенной информации, добавление/удаление пользователей, замена картриджа в принтере подключенного к защищенному АРМ, подключение орг техники в аттестованном кабинете, специальный отдел, ""секретка""."
"Какие признаки указывают на необходимость обслуживания защищенной информации или оборудования в кабинетах 351, 352, 353, 418 на Мира 5?","На категорию и группу ""ТЗИ"" назначаются заявки по копированию защищенной информации на бумажных и электронных носителях. Так же все что связано в секретными ПК, принтерами и кабинетами.
 
 Признаки назначения заявок на категорию ""ТЗИ"":
 1) В заголовке заявки должно быть указано ""ТЗИ""(не во всех случаях)
 2) Работы должны производится по адресу: ул. Мира, д.5 (и не только)
 
 Если адрес другой или есть вопросы, то уточнить их у Гудкова И.В., Блинова А.Е. или у пользователей состоящих в данной группе.
 
 К данной категории относится кабинет 351, 352, 353, 418 на Мира 5 — аттестованный кабинет.
 Данный кабинет СТС могут обслужить только после согласования с ДИТ УИБ. 
 
 Ключевые слова: копирование защищенной информации, добавление/удаление пользователей, замена картриджа в принтере подключенного к защищенному АРМ, подключение орг техники в аттестованном кабинете, специальный отдел, ""секретка""."
"Какие действия необходимо предпринять, если заявка включает запрос на копирование защищенной информации на бумажных и электронных носителях?","На категорию и группу ""ТЗИ"" назначаются заявки по копированию защищенной информации на бумажных и электронных носителях. Так же все что связано в секретными ПК, принтерами и кабинетами.
 
 Признаки назначения заявок на категорию ""ТЗИ"":
 1) В заголовке заявки должно быть указано ""ТЗИ""(не во всех случаях)
 2) Работы должны производится по адресу: ул. Мира, д.5 (и не только)
 
 Если адрес другой или есть вопросы, то уточнить их у Гудкова И.В., Блинова А.Е. или у пользователей состоящих в данной группе.
 
 К данной категории относится кабинет 351, 352, 353, 418 на Мира 5 — аттестованный кабинет.
 Данный кабинет СТС могут обслужить только после согласования с ДИТ УИБ. 
 
 Ключевые слова: копирование защищенной информации, добавление/удаление пользователей, замена картриджа в принтере подключенного к защищенному АРМ, подключение орг техники в аттестованном кабинете, специальный отдел, ""секретка""."
"Что следует делать в случае, если заявка касается добавления или удаления пользователей в системе защищенных компьютеров, или замены картриджа в принтере, подключенном к АРМ в аттестованном кабинете?","На категорию и группу ""ТЗИ"" назначаются заявки по копированию защищенной информации на бумажных и электронных носителях. Так же все что связано в секретными ПК, принтерами и кабинетами.
 
 Признаки назначения заявок на категорию ""ТЗИ"":
 1) В заголовке заявки должно быть указано ""ТЗИ""(не во всех случаях)
 2) Работы должны производится по адресу: ул. Мира, д.5 (и не только)
 
 Если адрес другой или есть вопросы, то уточнить их у Гудкова И.В., Блинова А.Е. или у пользователей состоящих в данной группе.
 
 К данной категории относится кабинет 351, 352, 353, 418 на Мира 5 — аттестованный кабинет.
 Данный кабинет СТС могут обслужить только после согласования с ДИТ УИБ. 
 
 Ключевые слова: копирование защищенной информации, добавление/удаление пользователей, замена картриджа в принтере подключенного к защищенному АРМ, подключение орг техники в аттестованном кабинете, специальный отдел, ""секретка""."
"Обработка заявок по установке, настройке, копированию Электронных подписей (ЭЦП)","ЕСЛИ:
 Если пришла заявка на установку ЭП на рабочий ПК - для подписания документов (от пользователя КС ИОГВ) 
 Если нужно добавить сертификат для подписания в СЭД Дело
 Если нужно установить ЭП на планшет или иное мобильное устройство для работы в СЭД Дело
 ТО НАПРАВЛЯЕМ НА «СЭД ДЕЛО»
 _______________
 ЕСЛИ:
 Если пришла заявка на установку ЭП или регистрацию ЭП (сертификата) для работы в информационных системах
 ! - нужно уточнить у инициатора есть ли носитель ЭП (флешка. рутокен) и определяется ли этот носитель в Системе.
 «Добрый день! Пожалуйста уточните находится ли ЭП на носителе типа флешка? Если да, определяется ли она в Системе?»
 Если не определяется, то добавить + СЗИ
 ТО НАПРАВЛЯЕМ НА «ВЕДОМСТВЕННЫЕ ИС»
 -----------------------
 ЕСЛИ:
 Если пользователь пишет: ""прошу помочь создать ЭП или нужны консультативные услуги по оформлению ЭП""
 ТО НАПРАВЛЯЕМ НА «Электронные подписи» (ЮНИИИТ)
 ______________
 ЕСЛИ:
 Если инициатор работает через ТЛС и просто просит добавить его сертификат в ТЛС (должен быть в заявке) для работы с СЭД Дело или с другой информационной системой через ТЛС (например: на удаленке, или внешний пользователь из какого-либо учреждения)
 ТО НАПРАВЛЯЕМ НА «TLS»
 Дополнительно: если пользователь дополнительно указывает в заявке что нужно создать учетную запись в СЭД Дело, то добавляем + СЭД Дело
 Если ЭП нет в заявке, то запросить:
 ""Добрый день, пожалуйста, прикрепите сертификат пользователя""
 _______________
 
 ЕСЛИ:
 Ошибка ЭП на скриншоте КриптоПро ""Вставьте ключевой носитель"" например, 409694, 
 ТО
 Добавляем комментарий: ""Добрый день, пожалуйста, убедитесь, что USB-устройство с ЭЦП вставлено в компьютер. Либо попробуйте вставить устройство в другой порт, после проверки сообщите о результате.""
 Переводим заявки в низкий приоритет об установке на АРМ ЭП (письмо от ДГЗ, что каждый госслужащий должен иметь ЭП).
 П.С. В любой заявке, по любой проблеме пользователь обязан предоставлять свои ФИО, контактный номер телефона, описать проблему, приложить скриншот (если мы видим, что без него действительно никак).
 И только после получения общей картины, если понятно, о чем заявка – отправляете её по «адресу». Если какой-то информации не хватает – дополнить эту заявку (написать в СКИТе, позвонить, найти в справочнике и пр.).
 Только надо понимать, если пользователь написал «Поставить ЭП на ПК» - и не приложил скриншот – то он и не нужен! Для решения такой заявки скриншот не нужен. А вот если при подписании ЭП возникает ошибка - скриншот обязателен!"
"Что нужно уточнить у инициатора, если поступила заявка на установку ЭП для работы с информационными системами (например, для СЭД Дело)?","ЕСЛИ:
 Если пришла заявка на установку ЭП на рабочий ПК - для подписания документов (от пользователя КС ИОГВ) 
 Если нужно добавить сертификат для подписания в СЭД Дело
 Если нужно установить ЭП на планшет или иное мобильное устройство для работы в СЭД Дело
 ТО НАПРАВЛЯЕМ НА «СЭД ДЕЛО»
 _______________
 ЕСЛИ:
 Если пришла заявка на установку ЭП или регистрацию ЭП (сертификата) для работы в информационных системах
 ! - нужно уточнить у инициатора есть ли носитель ЭП (флешка. рутокен) и определяется ли этот носитель в Системе.
 «Добрый день! Пожалуйста уточните находится ли ЭП на носителе типа флешка? Если да, определяется ли она в Системе?»
 Если не определяется, то добавить + СЗИ
 ТО НАПРАВЛЯЕМ НА «ВЕДОМСТВЕННЫЕ ИС»
 -----------------------
 ЕСЛИ:
 Если пользователь пишет: ""прошу помочь создать ЭП или нужны консультативные услуги по оформлению ЭП""
 ТО НАПРАВЛЯЕМ НА «Электронные подписи» (ЮНИИИТ)
 ______________
 ЕСЛИ:
 Если инициатор работает через ТЛС и просто просит добавить его сертификат в ТЛС (должен быть в заявке) для работы с СЭД Дело или с другой информационной системой через ТЛС (например: на удаленке, или внешний пользователь из какого-либо учреждения)
 ТО НАПРАВЛЯЕМ НА «TLS»
 Дополнительно: если пользователь дополнительно указывает в заявке что нужно создать учетную запись в СЭД Дело, то добавляем + СЭД Дело
 Если ЭП нет в заявке, то запросить:
 ""Добрый день, пожалуйста, прикрепите сертификат пользователя""
 _______________
 
 ЕСЛИ:
 Ошибка ЭП на скриншоте КриптоПро ""Вставьте ключевой носитель"" например, 409694, 
 ТО
 Добавляем комментарий: ""Добрый день, пожалуйста, убедитесь, что USB-устройство с ЭЦП вставлено в компьютер. Либо попробуйте вставить устройство в другой порт, после проверки сообщите о результате.""
 Переводим заявки в низкий приоритет об установке на АРМ ЭП (письмо от ДГЗ, что каждый госслужащий должен иметь ЭП).
 П.С. В любой заявке, по любой проблеме пользователь обязан предоставлять свои ФИО, контактный номер телефона, описать проблему, приложить скриншот (если мы видим, что без него действительно никак).
 И только после получения общей картины, если понятно, о чем заявка – отправляете её по «адресу». Если какой-то информации не хватает – дополнить эту заявку (написать в СКИТе, позвонить, найти в справочнике и пр.).
 Только надо понимать, если пользователь написал «Поставить ЭП на ПК» - и не приложил скриншот – то он и не нужен! Для решения такой заявки скриншот не нужен. А вот если при подписании ЭП возникает ошибка - скриншот обязателен!"
